matching,train,test,width_px,height_px,filepath,width_px_norm,height_px_norm,m_top,m_side,m_total,round_top,dm_top,dm_side,dm_total,dround_top,d_cons,d_rigid,d_life,d_stab,d_cons_norm,d_rigid_norm,d_life_norm,d_stab_norm
toy_05525,True,False,53,50,data/toy_epure/train/full/toy_05525_full.png,0.828125,0.78125,134.0,71.0,224.4,0.3582887700534759,0.1942959001782531,-0.0508021390374331,-0.252,-0.2834224598930481,0.203395291861769,-0.1548324734066901,-0.0481283422459893,-0.0566037735849056,-0.331091146203386,-0.8275535990671488,-0.406897357354239,-1.1710263916524588
toy_05540,False,True,61,56,data/toy_epure/test/full/toy_05540_full.png,0.953125,0.875,210.5,80.0,322.2,0.3919925512104283,0.3066418373680944,-0.25512104283054,0.0739999999999999,-0.2160148975791433,0.2436909863396568,-0.0221173703787471,-0.0409683426443203,-0.081967213114754,-0.2879971396089781,-0.5921113061137484,-0.4012492994160292,-1.2569132027709562
toy_05545,True,False,64,55,data/toy_epure/train/full/toy_05545_full.png,1.0,0.859375,192.5,96.0,365.1,0.3163516844700082,0.0545056149000274,-0.2111750205423172,0.2169999999999999,-0.3672966310599835,-0.2121701033037746,-0.0687616736829703,0.0258833196384552,-0.140625,-0.7755152493665368,-0.6748603035722209,-0.3485143716444223,-1.455542819109601
toy_05550,False,True,57,56,data/toy_epure/test/full/toy_05550_full.png,0.890625,0.875,167.0,94.0,303.9,0.3297137216189536,0.0990457387298454,-0.0720631786771965,0.0129999999999999,-0.3405725567620927,-0.1091218928771241,-0.265178782815717,-0.0153010858835143,-0.0175438596491228,-0.6653109132158134,-1.0233126913894186,-0.3810020701751022,-1.0387599675123336
toy_05556,False,True,51,53,data/toy_epure/test/full/toy_05556_full.png,0.796875,0.828125,156.5,97.0,289.2,0.3246887966804979,0.0822959889349931,0.0062240663900414,-0.036,-0.3506224066390041,-0.030644937643936,0.1681061150965016,-0.0259336099585062,0.0392156862745098,-0.581384169424765,-0.254646672684269,-0.3893893767876566,-0.8465582594522811
toy_05639,True,False,53,50,data/toy_epure/train/full/toy_05639_full.png,0.828125,0.78125,190.0,129.0,348.0,0.3275862068965517,0.0919540229885057,0.1120689655172413,0.16,-0.3448275862068966,-0.0591698575186625,0.0065311620168385,-0.0499999999999999,-0.0566037735849056,-0.6118899865130141,-0.5412875791748011,-0.4083737864077669,-1.1710263916524588
toy_05660,True,False,53,46,data/toy_epure/train/full/toy_05660_full.png,0.828125,0.71875,134.0,74.0,217.2,0.3701657458563536,0.2338858195211786,0.0220994475138121,-0.276,-0.2596685082872928,-0.0014108254648056,0.0651980316371715,-0.074585635359116,-0.1320754716981131,-0.5501199105665282,-0.4372100326961524,-0.4277677948827978,-1.4265920247367685
toy_05689,False,True,53,57,data/toy_epure/test/full/toy_05689_full.png,0.828125,0.890625,143.0,82.0,246.0,0.348780487804878,0.1626016260162601,0.0,-0.18,-0.3024390243902439,-0.1805801459229729,-0.291729182904993,-0.048780487804878,0.0754716981132075,-0.7417315449454016,-1.0704142415011129,-0.4074117925645275,-0.7237865337549167
toy_05764,True,False,55,53,data/toy_epure/train/full/toy_05764_full.png,0.859375,0.828125,205.0,119.0,361.8,0.3399668325041459,0.1332227750138198,-0.0132669983416253,0.206,-0.3200663349917081,-0.275791673089839,-0.3004511962346319,-0.0373134328358208,-0.0363636363636363,-0.8435549837210778,-1.0858874677628438,-0.3983661788146644,-1.102488335507121
toy_05771,True,False,59,57,data/toy_epure/train/full/toy_05771_full.png,0.921875,0.890625,187.5,114.0,366.9,0.3066230580539656,0.0220768601798856,-0.0678659035159444,0.2229999999999999,-0.3867538838920686,-0.7060033916920451,0.335640551101555,0.0069501226492232,-0.0338983050847457,-1.303642516115104,0.0425666124787575,-0.363449539172336,-1.094140120682179
toy_05800,True,False,59,51,data/toy_epure/train/full/toy_05800_full.png,0.921875,0.796875,162.0,74.0,244.8,0.3970588235294117,0.3235294117647058,-0.0931372549019608,-0.184,-0.2058823529411765,-0.1156024853057537,-0.028102419850927,-0.0784313725490196,-0.135593220338983,-0.67224154678532,-0.6027290409383439,-0.430801446792309,-1.4385039822110377
toy_05815,False,True,64,53,data/toy_epure/test/full/toy_05815_full.png,1.0,0.828125,227.0,104.5,378.9,0.3594615993665875,0.1982053312219583,-0.1726049089469518,0.2629999999999999,-0.281076801266825,-0.214131778288598,0.0729864233712493,-0.0249406175771971,-0.171875,-0.7776131517808618,-0.4233930912444738,-0.38860606969075,-1.561362964058573
toy_05825,False,True,57,50,data/toy_epure/test/full/toy_05825_full.png,0.890625,0.78125,137.0,89.0,239.4,0.3433583959899749,0.1445279866332497,0.1152882205513783,-0.202,-0.3132832080200501,0.0586024751927931,-0.0127223396822556,-0.0664160401002506,-0.1228070175438597,-0.4859390195854852,-0.5754441181367794,-0.421323332603353,-1.3952067715509766
toy_05828,True,False,64,52,data/toy_epure/train/full/toy_05828_full.png,1.0,0.8125,162.5,80.0,294.0,0.3316326530612244,0.1054421768707482,-0.1836734693877552,-0.02,-0.336734693877551,0.0894379090564418,-0.0411178107121368,0.0051020408163264,-0.1875,-0.452962236147972,-0.6258189033438515,-0.3649073707152764,-1.614273036533059
toy_05839,True,False,59,50,data/toy_epure/train/full/toy_05839_full.png,0.921875,0.78125,208.0,115.0,355.2,0.3513513513513513,0.1711711711711712,-0.0287162162162163,0.1839999999999999,-0.2972972972972972,-0.2996361574932582,-0.274627015513285,-0.0456081081081081,-0.1525423728813559,-0.8690553350969568,-1.0400742620013508,-0.404909308580425,-1.495897959132514
toy_05847,True,False,55,53,data/toy_epure/train/full/toy_05847_full.png,0.859375,0.828125,195.5,86.0,304.8,0.3848425196850393,0.2828083989501312,-0.1535433070866142,0.016,-0.2303149606299213,-0.0922290379116495,0.5243914798754606,-0.0541338582677165,-0.0363636363636363,-0.6472449433221807,0.3774188670729881,-0.4116347182937083,-1.102488335507121
toy_05866,True,False,57,48,data/toy_epure/train/full/toy_05866_full.png,0.890625,0.75,136.0,72.0,256.5,0.3181286549707602,0.0604288499025342,-0.1578947368421053,-0.145,-0.3637426900584795,0.1306178390707837,0.2858470090146355,0.0134502923976608,-0.1578947368421053,-0.4089225887715231,-0.045769269841641,-0.3583219780843695,-1.514022372897191
toy_05890,True,False,61,54,data/toy_epure/train/full/toy_05890_full.png,0.953125,0.84375,237.0,107.0,378.6,0.375594294770206,0.2519809825673534,-0.1521394611727416,0.2619999999999999,-0.248811410459588,0.0304371500479861,-0.0486496347576225,-0.0451664025356576,-0.1147540983606557,-0.5160602700875705,-0.6391806826962538,-0.404560875786623,-1.3679376171436486
toy_05907,False,True,59,47,data/toy_epure/test/full/toy_05907_full.png,0.921875,0.734375,187.5,91.0,321.9,0.3494874184529357,0.1649580615097856,-0.1519105312208761,0.0729999999999999,-0.3010251630941286,0.1531153714279692,-0.0182384006019863,-0.0191053122087604,-0.2033898305084746,-0.3848627277784219,-0.5852298471260309,-0.3840029768637066,-1.6680798898969431
toy_05946,True,False,64,54,data/toy_epure/train/full/toy_05946_full.png,1.0,0.84375,184.0,117.0,367.2,0.3006535947712418,0.0021786492374727,-0.0441176470588236,0.2239999999999999,-0.3986928104575163,-0.3524918015515874,-0.1240629092274684,0.0081699346405228,-0.15625,-0.92558150999267,-0.7729670706446266,-0.3624873088393934,-1.5084528915840871
toy_05951,True,False,51,50,data/toy_epure/train/full/toy_05951_full.png,0.796875,0.78125,149.0,80.0,234.6,0.3810741687979539,0.2702472293265133,0.0230179028132991,-0.218,-0.237851662404092,-0.1300483290730983,-0.0408424206799306,-0.0856777493606137,-0.0196078431372549,-0.6876905741476191,-0.6253303495985745,-0.436517642092717,-1.0457491205326992
toy_05953,True,False,51,53,data/toy_epure/train/full/toy_05953_full.png,0.796875,0.828125,148.0,66.0,232.2,0.3824289405684754,0.2747631352282514,-0.1472868217054264,-0.226,-0.2351421188630491,-0.1793027144941231,0.0404788511618168,-0.0529715762273901,0.0392156862745098,-0.7403654030006594,-0.4810629205609272,-0.410717869596849,-0.8465582594522811
toy_05985,True,False,63,51,data/toy_epure/train/full/toy_05985_full.png,0.984375,0.796875,144.0,78.0,281.1,0.3073639274279616,0.024546424759872,-0.1675560298826041,-0.0630000000000001,-0.3852721451440768,0.1859179989067478,0.0253826848557875,0.0261472785485592,-0.1904761904761904,-0.3497821400580614,-0.5078441679759187,-0.348306151630384,-1.6243511455758182
toy_05996,True,False,55,52,data/toy_epure/train/full/toy_05996_full.png,0.859375,0.8125,170.5,119.0,341.7,0.2993854258121159,-0.0020485806262802,0.0447761194029849,0.1389999999999999,-0.4012291483757682,-0.4030504369080567,-0.4261514981554781,-0.0083406496927129,-0.0545454545454545,-0.9796511616933384,-1.3088852022629445,-0.3755114348304167,-1.1640564198410686
toy_06024,False,True,59,48,data/toy_epure/test/full/toy_06024_full.png,0.921875,0.75,192.5,91.0,299.4,0.3857715430861723,0.2859051436205745,-0.0881763527054109,-0.002,-0.2284569138276553,0.0730278469742271,0.4655561918732072,-0.0681362725450901,-0.1864406779661016,-0.470511885874785,0.2730425391511564,-0.4226803120804715,-1.6106859129754665
toy_06108,False,True,57,49,data/toy_epure/test/full/toy_06108_full.png,0.890625,0.765625,180.5,103.0,330.3,0.3278837420526794,0.0929458068422647,-0.0644868301544052,0.101,-0.3442325158946412,0.207363463561981,0.100793783391469,-0.0149863760217983,-0.1403508771929824,-0.3268474070239926,-0.374061640228211,-0.3807538160366127,-1.4546145722240835
toy_06111,True,False,61,47,data/toy_epure/train/full/toy_06111_full.png,0.953125,0.734375,185.5,94.0,300.0,0.371,0.2366666666666667,-0.06,0.0,-0.258,0.0839068246112189,0.0399064583769988,-0.059,-0.2295081967213115,-0.4588774236796686,-0.4820783699457585,-0.4154733009708736,-1.7565230674480707
toy_06159,True,False,51,49,data/toy_epure/train/full/toy_06159_full.png,0.796875,0.765625,148.0,56.0,217.8,0.4077134986225895,0.3590449954086319,-0.2286501377410468,-0.2740000000000001,-0.1845730027548209,-0.2239921700757478,-0.0216910297767308,-0.0619834710743801,-0.0392156862745097,-0.7881582929976748,-0.5913549595742237,-0.4178267672310036,-1.1121460742261715
toy_06172,True,False,61,46,data/toy_epure/train/full/toy_06172_full.png,0.953125,0.71875,137.0,80.0,263.7,0.3117178612059158,0.0390595373530527,-0.0898748577929466,-0.121,-0.3765642775881683,-0.5315365048952931,0.325984505242849,0.0062571103526735,-0.2459016393442623,-1.1170598732907997,0.0254363723932848,-0.3639962114936435,-1.8120352746344168
toy_06194,False,True,57,55,data/toy_epure/test/full/toy_06194_full.png,0.890625,0.859375,141.0,98.0,257.4,0.3286713286713286,0.0955710955710955,0.1421911421911421,-0.142,-0.3426573426573427,0.0533156330075378,0.011187322046039,-0.0571095571095571,-0.0350877192982456,-0.491593003589161,-0.5330273512985351,-0.4139820535451602,-1.0981677681854407
toy_06197,True,False,53,55,data/toy_epure/train/full/toy_06197_full.png,0.828125,0.859375,198.0,130.0,369.0,0.3219512195121951,0.0731707317073171,0.056910569105691,0.23,-0.3560975609756097,0.5620870210834882,-0.2143444000196709,-0.0333333333333333,0.0377358490566037,0.0525097308809525,-0.9331303129463864,-0.3952265372168284,-0.8515693502970718
toy_06205,True,False,63,53,data/toy_epure/train/full/toy_06205_full.png,0.984375,0.828125,189.5,103.0,322.2,0.3528864059590316,0.1762880198634388,-0.0409683426443203,0.0739999999999999,-0.2942271880819367,0.0620059039303469,0.5302161393813197,-0.0446927374301676,-0.1587301587301587,-0.4822992416300458,0.387752063208499,-0.4041872321961273,-1.5168513157863863
toy_06229,True,False,59,57,data/toy_epure/train/full/toy_06229_full.png,0.921875,0.890625,144.0,122.0,276.6,0.3123644251626898,0.0412147505422993,0.3232104121475054,-0.0780000000000001,-0.3752711496746204,0.3007776112568998,-0.1044058052228907,-0.0770065075921909,-0.0338983050847457,-0.2269461657391489,-0.7380945238577941,-0.4296774635132573,-1.094140120682179
toy_06241,False,True,57,51,data/toy_epure/test/full/toy_06241_full.png,0.890625,0.796875,163.5,111.0,333.3,0.2943294329432943,-0.0189018901890188,-0.000900090009001,0.111,-0.4113411341134113,-0.0737655095789691,-0.0745660361229569,0.0058505850585058,-0.1052631578947368,-0.6274992255219531,-0.6851574918411047,-0.364316892854334,-1.3357989708778693
toy_06248,True,False,55,56,data/toy_epure/train/full/toy_06248_full.png,0.859375,0.875,218.0,119.0,376.8,0.3471337579617834,0.1571125265392781,-0.0525477707006369,0.256,-0.3057324840764331,-0.1195495461946779,-0.1693028110942724,-0.036624203821656,0.018181818181818,-0.676462709124864,-0.8532245996333545,-0.3978224908787334,-0.9177840825052797
toy_06271,False,True,63,56,data/toy_epure/test/full/toy_06271_full.png,0.984375,0.875,249.0,111.0,397.8,0.3755656108597285,0.2518853695324284,-0.16289592760181,0.326,-0.248868778280543,0.044003724502909,-0.2634342380260128,-0.0429864253393665,-0.1111111111111111,-0.5015515724066113,-1.0202177940033887,-0.4028412335808109,-1.3556015711022384
toy_06289,True,False,51,47,data/toy_epure/train/full/toy_06289_full.png,0.796875,0.734375,133.0,62.0,210.0,0.38,0.2666666666666667,-0.1142857142857144,-0.3,-0.24,0.2783578615473684,-0.0884502627344819,-0.0571428571428571,-0.0784313725490196,-0.2509228425118422,-0.7097887061846131,-0.414008321775312,-1.2449399816131173
toy_06297,True,False,55,53,data/toy_epure/train/full/toy_06297_full.png,0.859375,0.828125,158.0,77.0,278.7,0.3401506996770721,0.1338356655902404,-0.1711517761033369,-0.071,-0.3196986006458557,0.0899908937001926,0.2300870966017977,-0.0059203444564047,-0.0363636363636363,-0.4523708497928497,-0.1446897493788883,-0.373602213466824,-1.102488335507121
toy_06300,True,False,53,52,data/toy_epure/train/full/toy_06300_full.png,0.828125,0.8125,167.5,104.0,297.0,0.3383838383838384,0.127946127946128,0.0505050505050504,-0.01,-0.3232323232323232,-0.1525797560964372,-0.0812511780675152,-0.0484848484848484,-0.0188679245283018,-0.7117866836031344,-0.6970172207810308,-0.4071785819358633,-1.0432435751103035
toy_06318,True,False,64,51,data/toy_epure/train/full/toy_06318_full.png,1.0,0.796875,193.5,81.5,308.7,0.3760932944606414,0.2536443148688047,-0.2079689018464529,0.0289999999999999,-0.2478134110787172,0.2121603163510106,-0.1624477497379175,-0.0344995140913508,-0.203125,-0.321717439457947,-0.8410634263587753,-0.3961464613584684,-1.6671831090075453
toy_06348,True,False,61,54,data/toy_epure/train/full/toy_06348_full.png,0.953125,0.84375,202.5,80.0,312.0,0.3894230769230769,0.2980769230769231,-0.2307692307692307,0.04,-0.2211538461538461,-0.1851946772884251,-0.1782751638510878,-0.0432692307692307,-0.1147540983606557,-0.7466665298778992,-0.8691419387911036,-0.4030643203883494,-1.3679376171436486
toy_06362,True,False,64,52,data/toy_epure/train/full/toy_06362_full.png,1.0,0.8125,149.5,92.0,258.9,0.3464658169177289,0.1548860563924296,0.0660486674391656,-0.137,-0.3070683661645422,0.3244273584915075,0.0911273688845487,-0.0596755504055619,-0.1875,-0.2016540749465823,-0.3912102747409548,-0.4160061987422515,-1.614273036533059
toy_06382,False,True,55,51,data/toy_epure/test/full/toy_06382_full.png,0.859375,0.796875,168.5,104.0,295.8,0.3417849898580121,0.1392832995267072,0.0547667342799187,-0.0139999999999999,-0.3164300202839757,-0.2787630358463673,0.228315296279851,-0.0527383367139959,-0.0727272727272727,-0.8467326911134763,-0.1478329992497555,-0.4105338821166229,-1.225624504175016
toy_06385,True,False,53,51,data/toy_epure/train/full/toy_06385_full.png,0.828125,0.796875,148.0,64.0,260.1,0.3414071510957324,0.1380238369857746,-0.2618223760092272,-0.1330000000000001,-0.3171856978085352,0.4496773327199245,0.4391411713442162,0.010957324106113,-0.0377358490566037,-0.067706185841192,0.2261811581940296,-0.3602885186056146,-1.1071349833813813
toy_06395,False,True,57,52,data/toy_epure/test/full/toy_06395_full.png,0.890625,0.8125,237.0,91.0,358.8,0.3963210702341137,0.3210702341137125,-0.2391304347826087,0.196,-0.2073578595317725,0.067721149260618,-0.1081390466921383,-0.0484949832775919,-0.087719298245614,-0.4761871042629503,-0.7447174545688775,-0.4071865766146052,-1.276391170204762
toy_06402,True,False,61,51,data/toy_epure/train/full/toy_06402_full.png,0.953125,0.796875,237.0,107.0,370.2,0.3841166936790924,0.280388978930308,-0.1329011345218801,0.2339999999999999,-0.2317666126418152,-0.0652809522604352,0.0115550460537658,-0.0575364667747163,-0.1639344262295081,-0.6184254628340766,-0.5323749931148927,-0.4143188148101523,-1.5344742387026864
toy_06427,True,False,59,52,data/toy_epure/train/full/toy_06427_full.png,0.921875,0.8125,145.0,76.0,277.5,0.3135135135135135,0.0450450450450451,-0.1783783783783785,-0.075,-0.3729729729729729,-0.0059178394312764,-0.2540594499732343,0.0221621621621621,-0.1186440677966101,-0.5549399116140039,-1.0035865173457983,-0.3514497507215954,-1.381110005289561
toy_06443,True,False,64,48,data/toy_epure/train/full/toy_06443_full.png,1.0,0.75,220.5,105.5,362.4,0.3650662251655629,0.2168874172185431,-0.1266556291390728,0.2079999999999999,-0.2698675496688741,-0.4976807383369552,0.3375734783692795,-0.0397350993377483,-0.25,-1.0808530118325772,0.0459957084719195,-0.4002764739921558,-1.8259133264310037
toy_06451,True,False,64,47,data/toy_epure/train/full/toy_06451_full.png,1.0,0.734375,181.0,81.5,324.9,0.3342566943674976,0.1141889812249922,-0.247460757156048,0.0829999999999999,-0.3314866112650046,-0.0580824496214645,0.0170029543382901,0.0152354570637118,-0.265625,-0.6107270641785107,-0.5227101698276881,-0.3569137778016836,-1.8788233989054888
toy_06457,True,False,55,50,data/toy_epure/train/full/toy_06457_full.png,0.859375,0.78125,190.5,79.0,290.4,0.393595041322314,0.3119834710743802,-0.1838842975206611,-0.032,-0.2128099173553719,-0.0582620049660974,0.1653166841575967,-0.0568181818181818,-0.0909090909090909,-0.6109190886442987,-0.2595952429773775,-0.4137522065313327,-1.2871925885089637
toy_06466,True,False,53,57,data/toy_epure/train/full/toy_06466_full.png,0.828125,0.890625,143.0,98.0,294.3,0.291539245667686,-0.0282025144410465,-0.001019367991845,-0.0189999999999999,-0.4169215086646279,0.0563674032999782,-0.0547809037189509,0.008664627930683,0.0754716981132075,-0.48832930480419,-0.6500578171748009,-0.362097077481864,-0.7237865337549167
toy_06480,True,False,64,55,data/toy_epure/train/full/toy_06480_full.png,1.0,0.859375,234.5,107.0,387.9,0.362722351121423,0.2090745037380768,-0.1724671307037896,0.2929999999999999,-0.2745552977571539,0.1320265477598664,-0.0789583932088875,-0.028228924980665,-0.140625,-0.4074160530901429,-0.6929497219655381,-0.391200001501738,-1.455542819109601
toy_06525,False,True,51,49,data/toy_epure/test/full/toy_06525_full.png,0.796875,0.765625,139.0,61.0,246.9,0.3377885783718105,0.1259619279060349,-0.2588092345078979,-0.177,-0.324422843256379,0.3077649534710757,0.4230385226078366,0.0139732685297691,-0.0392156862745097,-0.2194735914267663,0.1976143677186594,-0.357909436232585,-1.1121460742261715
toy_06527,True,False,57,51,data/toy_epure/train/full/toy_06527_full.png,0.890625,0.796875,136.0,79.0,235.2,0.3469387755102041,0.1564625850340136,0.0076530612244897,-0.216,-0.3061224489795918,-0.1019675909370451,0.0424643706574866,-0.048469387755102,-0.1052631578947368,-0.6576597847521177,-0.4775405236965271,-0.4071663859718644,-1.3357989708778693
toy_06554,True,False,63,51,data/toy_epure/train/full/toy_06554_full.png,0.984375,0.796875,246.0,107.0,378.0,0.3904761904761905,0.3015873015873016,-0.1507936507936508,0.26,-0.219047619047619,0.0532740731548441,-0.2485604100552921,-0.0603174603174603,-0.1904761904761904,-0.4916374495427362,-0.9938309843447808,-0.4165125597164432,-1.6243511455758182
toy_06559,False,True,57,54,data/toy_epure/test/full/toy_06559_full.png,0.890625,0.84375,141.0,95.0,289.5,0.2922279792746114,-0.0259067357512952,-0.0155440414507772,-0.035,-0.4155440414507771,0.1361100053010576,-0.2695602297931946,0.0108808290155439,-0.0526315789473684,-0.4030490221085913,-1.0310855665128618,-0.3603488606066705,-1.1575755688585478
toy_06602,True,False,51,56,data/toy_epure/train/full/toy_06602_full.png,0.796875,0.875,133.0,119.0,295.5,0.2700507614213198,-0.0998307952622673,0.2081218274111675,-0.015,-0.4598984771573604,-0.1251155755685713,-0.0913094999834981,-0.0116751269035533,0.0980392156862746,-0.6824152683163889,-0.7148611158700761,-0.3781417869991621,-0.6473673983718627
toy_06660,True,False,59,55,data/toy_epure/train/full/toy_06660_full.png,0.921875,0.859375,150.0,92.0,295.5,0.3045685279187817,0.0152284263959392,-0.0659898477157361,-0.015,-0.3908629441624365,-0.1860235676186477,0.0414364952021356,0.0086294416243655,-0.0677966101694915,-0.7475529820366094,-0.4793640189020984,-0.3621248336700999,-1.208928074525132
toy_06698,True,False,53,51,data/toy_epure/train/full/toy_06698_full.png,0.828125,0.796875,163.5,89.0,314.1,0.3123209169054441,0.041069723018147,-0.1499522445081184,0.0469999999999998,-0.3753581661891118,-0.3188149658752944,-0.0099638874689551,0.0176695319961796,-0.0377358490566037,-0.8895660051721899,-0.5705505054334452,-0.3549936944204893,-1.1071349833813813
toy_06713,True,False,63,55,data/toy_epure/train/full/toy_06713_full.png,0.984375,0.859375,206.5,98.0,365.1,0.3393590797041906,0.1311969323473022,-0.1947411668036154,0.2169999999999999,-0.3212818405916187,-0.0153755736212175,-0.1713151559611493,-0.0004108463434675,-0.1269841269841269,-0.5650544329004688,-0.8567945858584396,-0.3692561287903566,-1.409351485996954
toy_06726,True,False,53,48,data/toy_epure/train/full/toy_06726_full.png,0.828125,0.75,134.0,67.0,248.7,0.3232810615199035,0.0776035383996783,-0.1917973462002413,-0.171,-0.353437876960193,-0.096255388063068,-0.2817485250168615,0.0150784077201447,-0.0943396226415094,-0.6515509011230034,-1.0527081257331856,-0.3570376638129926,-1.298809208194614
toy_06728,True,False,64,50,data/toy_epure/train/full/toy_06728_full.png,1.0,0.78125,188.0,84.5,304.8,0.3700787401574803,0.2335958005249344,-0.1683070866141732,0.016,-0.2598425196850393,-0.0118265753424798,0.2375071730699988,-0.0364173228346456,-0.21875,-0.5612589764079299,-0.1315262150282048,-0.3976592959253878,-1.720093181482031
toy_06738,True,False,64,56,data/toy_epure/train/full/toy_06738_full.png,1.0,0.875,151.5,88.0,302.4,0.3005952380952381,0.0019841269841269,-0.1269841269841271,0.0079999999999999,-0.3988095238095238,-0.2574138859890359,-0.0964625627325331,0.0248015873015873,-0.125,-0.8239009614049413,-0.7240028705135555,-0.3493676799198643,-1.402632746635115
toy_06742,True,False,55,52,data/toy_epure/train/full/toy_06742_full.png,0.859375,0.8125,148.0,66.0,266.7,0.3329583802024747,0.1098612673415823,-0.2575928008998876,-0.111,-0.3340832395950506,-0.0275497956842702,0.0375031991834002,0.0185601799775028,-0.0545454545454545,-0.5780740870512335,-0.4863418549764189,-0.3542911201633776,-1.1640564198410686
toy_06748,True,False,64,54,data/toy_epure/train/full/toy_06748_full.png,1.0,0.84375,201.5,99.5,366.0,0.330327868852459,0.1010928961748634,-0.1844262295081968,0.22,-0.3393442622950819,0.2110857240453905,0.1242220055560167,0.0065573770491803,-0.15625,-0.3228666562292351,-0.3324989678541301,-0.3637593506286806,-1.5084528915840871
toy_06759,False,True,61,56,data/toy_epure/test/full/toy_06759_full.png,0.953125,0.875,164.0,71.0,291.9,0.3371017471736896,0.1236724905789654,-0.2702980472764646,-0.027,-0.3257965056526207,-0.1718259789548296,-0.0872794742092371,0.0169578622816033,-0.081967213114754,-0.7323694497155817,-0.7077116770548605,-0.3555550843652401,-1.2569132027709562
toy_06768,True,False,64,54,data/toy_epure/train/full/toy_06768_full.png,1.0,0.84375,184.0,135.0,342.3,0.3225241016652059,0.0750803388840198,0.1831726555652935,0.141,-0.3549517966695881,0.1989992245495961,0.0937951612610331,-0.0591586327782646,-0.15625,-0.3357924959677931,-0.3864774964820189,-0.4155984360508155,-1.5084528915840871
toy_06815,True,False,55,52,data/toy_epure/train/full/toy_06815_full.png,0.859375,0.8125,200.0,119.0,354.0,0.3389830508474576,0.1299435028248587,0.0084745762711864,0.18,-0.3220338983050848,0.2711654256924027,-0.0207922266510349,-0.0406779661016949,-0.0545454545454545,-0.2586147530789583,-0.5897604442251834,-0.4010202402501234,-1.1640564198410686
toy_06871,True,False,57,50,data/toy_epure/train/full/toy_06871_full.png,0.890625,0.78125,142.0,86.0,272.1,0.3131201764057332,0.043733921352444,-0.0518191841234841,-0.0930000000000001,-0.3737596471885336,0.1626814151738807,-0.2021643087839414,-0.0027563395810363,-0.1228070175438597,-0.3746323754390442,-0.9115223079530288,-0.3711063358345552,-1.3952067715509766
toy_06910,True,False,61,50,data/toy_epure/train/full/toy_06910_full.png,0.953125,0.78125,179.5,86.0,327.9,0.3284537968892955,0.094845989630985,-0.2131747483989021,0.0929999999999999,-0.343092406221409,0.0653626205231158,0.1364263625212016,0.0141811527904849,-0.180327868852459,-0.4787094197183346,-0.310847914414493,-0.3577454498618747,-1.5899864458890325
toy_06927,True,False,49,48,data/toy_epure/train/full/toy_06927_full.png,0.765625,0.75,137.0,71.0,248.7,0.330518697225573,0.1017289907519099,-0.143546441495778,-0.171,-0.338962605548854,-0.0612146783942319,0.0035339805356984,-0.0018094089264173,-0.0204081632653061,-0.6140768088382759,-0.5466047078528273,-0.3703593638375865,-1.04845920027529
toy_06952,True,False,49,54,data/toy_epure/train/full/toy_06952_full.png,0.765625,0.84375,148.0,90.0,278.7,0.3186221743810549,0.0620739146035163,-0.031216361679225,-0.071,-0.3627556512378902,-0.2075351009857777,-0.0873842680285812,-0.0123789020452099,0.1020408163265305,-0.7705583718875679,-0.7078975857913252,-0.378696949428867,-0.6338169996589098
toy_06987,True,False,59,52,data/toy_epure/train/full/toy_06987_full.png,0.921875,0.8125,187.5,111.0,348.9,0.3224419604471195,0.0748065348237318,-0.0455717970765262,0.1629999999999999,-0.3551160791057609,0.1884761989649926,-0.1069200758832212,-0.0133276010318142,-0.1186440677966101,-0.347046287217994,-0.7425549479984364,-0.3794453163479117,-1.381110005289561
toy_06988,False,True,61,51,data/toy_epure/test/full/toy_06988_full.png,0.953125,0.796875,192.5,90.0,310.2,0.3723404255319149,0.2411347517730496,-0.1295938104448743,0.0339999999999999,-0.2553191489361702,-0.1820709331675105,0.3019855986590424,-0.04642166344294,-0.1639344262295081,-0.743325859081921,-0.0171387186517502,-0.4055510694634842,-1.5344742387026864
toy_07014,True,False,49,47,data/toy_epure/train/full/toy_07014_full.png,0.765625,0.734375,119.0,101.0,255.9,0.2790152403282532,-0.0699491989058226,0.1840562719812426,-0.147,-0.4419695193434936,-0.0532196071302207,-0.0221924704167824,-0.0158264947245017,-0.0408163265306122,-0.6055265242920417,-0.5922445368068083,-0.3814165310326772,-1.1175662337113532
toy_07027,True,False,51,55,data/toy_epure/train/full/toy_07027_full.png,0.796875,0.859375,144.0,75.0,237.6,0.3636363636363636,0.2121212121212122,-0.053030303030303,-0.208,-0.2727272727272727,-0.6149508976438438,0.1743089055462916,-0.053030303030303,0.0784313725490195,-1.2062669322024442,-0.2436426560133063,-0.4107641953515739,-0.7137643520653361
toy_07029,False,True,49,52,data/toy_epure/test/full/toy_07029_full.png,0.765625,0.8125,125.0,96.0,234.0,0.3205128205128205,0.0683760683760685,0.2307692307692307,-0.22,-0.3589743589743589,0.1081362748213899,-0.1440948049823602,-0.0666666666666666,0.0612244897959184,-0.4329653727604581,-0.8085045140940144,-0.4215210355987054,-0.7720310665310361
toy_07048,True,False,53,48,data/toy_epure/train/full/toy_07048_full.png,0.828125,0.75,179.5,79.0,277.2,0.3885281385281385,0.2950937950937952,-0.145021645021645,-0.076,-0.2229437229437229,0.353192959582001,-0.12296233337972,-0.0595238095238095,-0.0943396226415094,-0.170890862669249,-0.771014601820423,-0.4158865002311603,-1.298809208194614
